"country","iso2","iso3","year","new","type","sex","age","cases"
"Afghanistan","AF","AFG",2000,"new","sp","f","3544",339
"Afghanistan","AF","AFG",2000,"new","sp","f","4554",205
"Afghanistan","AF","AFG",2000,"new","sp","f","5564",99
"Afghanistan","AF","AFG",2000,"new","sp","f","65",36
"Afghanistan","AF","AFG",2001,"new","sp","m","014",129
"Afghanistan","AF","AFG",2001,"new","sp","m","1524",379
"Afghanistan","AF","AFG",2001,"new","sp","m","2534",349
"Afghanistan","AF","AFG",2001,"new","sp","m","3544",274
"Afghanistan","AF","AFG",2001,"new","sp","m","4554",204
"Afghanistan","AF","AFG",2001,"new","sp","m","5564",139
"Afghanistan","AF","AFG",2001,"new","sp","m","65",103
"Afghanistan","AF","AFG",2001,"new","sp","f","014",146
"Afghanistan","AF","AFG",2001,"new","sp","f","1524",799
"Afghanistan","AF","AFG",2001,"new","sp","f","2534",888
"Afghanistan","AF","AFG",2001,"new","sp","f","3544",586
"Afghanistan","AF","AFG",2001,"new","sp","f","4554",375
"Afghanistan","AF","AFG",2001,"new","sp","f","5564",179
"Afghanistan","AF","AFG",2001,"new","sp","f","65",89
"Afghanistan","AF","AFG",2002,"new","sp","m","014",90
"Afghanistan","AF","AFG",2002,"new","sp","m","1524",476
"Afghanistan","AF","AFG",2002,"new","sp","m","2534",481
"Afghanistan","AF","AFG",2002,"new","sp","m","3544",368
"Afghanistan","AF","AFG",2002,"new","sp","m","4554",246
"Afghanistan","AF","AFG",2002,"new","sp","m","5564",241
"Afghanistan","AF","AFG",2002,"new","sp","m","65",189
"Afghanistan","AF","AFG",2002,"new","sp","f","014",192
"Afghanistan","AF","AFG",2002,"new","sp","f","1524",1119
"Afghanistan","AF","AFG",2002,"new","sp","f","2534",1251
"Afghanistan","AF","AFG",2002,"new","sp","f","3544",792
"Afghanistan","AF","AFG",2002,"new","sp","f","4554",526
"Afghanistan","AF","AFG",2002,"new","sp","f","5564",320
"Afghanistan","AF","AFG",2002,"new","sp","f","65",218
"Afghanistan","AF","AFG",2003,"new","sp","m","014",127
"Afghanistan","AF","AFG",2003,"new","sp","m","1524",511
"Afghanistan","AF","AFG",2003,"new","sp","m","2534",436
"Afghanistan","AF","AFG",2003,"new","sp","m","3544",284
"Afghanistan","AF","AFG",2003,"new","sp","m","4554",256
"Afghanistan","AF","AFG",2003,"new","sp","m","5564",288
"Afghanistan","AF","AFG",2003,"new","sp","m","65",203
"Afghanistan","AF","AFG",2003,"new","sp","f","014",245
"Afghanistan","AF","AFG",2003,"new","sp","f","1524",1152
"Afghanistan","AF","AFG",2003,"new","sp","f","2534",1287
"Afghanistan","AF","AFG",2003,"new","sp","f","3544",814
"Afghanistan","AF","AFG",2003,"new","sp","f","4554",462
"Afghanistan","AF","AFG",2003,"new","sp","f","5564",305
"Afghanistan","AF","AFG",2003,"new","sp","f","65",158
"Afghanistan","AF","AFG",2004,"new","sp","m","014",139
"Afghanistan","AF","AFG",2004,"new","sp","m","1524",537
"Afghanistan","AF","AFG",2004,"new","sp","m","2534",568
"Afghanistan","AF","AFG",2004,"new","sp","m","3544",360
"Afghanistan","AF","AFG",2004,"new","sp","m","4554",358
"Afghanistan","AF","AFG",2004,"new","sp","m","5564",386
"Afghanistan","AF","AFG",2004,"new","sp","m","65",310
"Afghanistan","AF","AFG",2004,"new","sp","f","014",256
"Afghanistan","AF","AFG",2004,"new","sp","f","1524",1360
"Afghanistan","AF","AFG",2004,"new","sp","f","2534",1561
"Afghanistan","AF","AFG",2004,"new","sp","f","3544",1096
"Afghanistan","AF","AFG",2004,"new","sp","f","4554",645
"Afghanistan","AF","AFG",2004,"new","sp","f","5564",413
"Afghanistan","AF","AFG",2004,"new","sp","f","65",256
"Afghanistan","AF","AFG",2005,"new","sp","m","014",151
"Afghanistan","AF","AFG",2005,"new","sp","m","1524",606
"Afghanistan","AF","AFG",2005,"new","sp","m","2534",560
"Afghanistan","AF","AFG",2005,"new","sp","m","3544",472
"Afghanistan","AF","AFG",2005,"new","sp","m","4554",453
"Afghanistan","AF","AFG",2005,"new","sp","m","5564",470
"Afghanistan","AF","AFG",2005,"new","sp","m","65",419
"Afghanistan","AF","AFG",2005,"new","sp","f","014",320
"Afghanistan","AF","AFG",2005,"new","sp","f","1524",1651
"Afghanistan","AF","AFG",2005,"new","sp","f","2534",1959
"Afghanistan","AF","AFG",2005,"new","sp","f","3544",1302
"Afghanistan","AF","AFG",2005,"new","sp","f","4554",869
"Afghanistan","AF","AFG",2005,"new","sp","f","5564",471
"Afghanistan","AF","AFG",2005,"new","sp","f","65",246
"Afghanistan","AF","AFG",2006,"new","sp","m","014",193
"Afghanistan","AF","AFG",2006,"new","sp","m","1524",837
"Afghanistan","AF","AFG",2006,"new","sp","m","2534",791
"Afghanistan","AF","AFG",2006,"new","sp","m","3544",574
"Afghanistan","AF","AFG",2006,"new","sp","m","4554",572
"Afghanistan","AF","AFG",2006,"new","sp","m","5564",572
"Afghanistan","AF","AFG",2006,"new","sp","m","65",410
"Afghanistan","AF","AFG",2006,"new","sp","f","014",442
"Afghanistan","AF","AFG",2006,"new","sp","f","1524",2139
"Afghanistan","AF","AFG",2006,"new","sp","f","2534",2340
"Afghanistan","AF","AFG",2006,"new","sp","f","3544",1654
"Afghanistan","AF","AFG",2006,"new","sp","f","4554",1006
"Afghanistan","AF","AFG",2006,"new","sp","f","5564",630
"Afghanistan","AF","AFG",2006,"new","sp","f","65",309
"Afghanistan","AF","AFG",2007,"new","sp","m","014",186
"Afghanistan","AF","AFG",2007,"new","sp","m","1524",856
"Afghanistan","AF","AFG",2007,"new","sp","m","2534",840
"Afghanistan","AF","AFG",2007,"new","sp","m","3544",597
"Afghanistan","AF","AFG",2007,"new","sp","m","4554",566
"Afghanistan","AF","AFG",2007,"new","sp","m","5564",630
"Afghanistan","AF","AFG",2007,"new","sp","m","65",507
"Afghanistan","AF","AFG",2007,"new","sp","f","014",475
"Afghanistan","AF","AFG",2007,"new","sp","f","1524",2224
"Afghanistan","AF","AFG",2007,"new","sp","f","2534",2357
"Afghanistan","AF","AFG",2007,"new","sp","f","3544",1708
"Afghanistan","AF","AFG",2007,"new","sp","f","4554",1143
"Afghanistan","AF","AFG",2007,"new","sp","f","5564",771
"Afghanistan","AF","AFG",2007,"new","sp","f","65",353
"Afghanistan","AF","AFG",2007,"new","sn","m","014",0
"Afghanistan","AF","AFG",2007,"new","sn","m","1524",0
"Afghanistan","AF","AFG",2007,"new","sn","m","2534",0
"Afghanistan","AF","AFG",2007,"new","sn","m","3544",0
"Afghanistan","AF","AFG",2007,"new","sn","m","4554",0
"Afghanistan","AF","AFG",2007,"new","sn","m","5564",0
"Afghanistan","AF","AFG",2007,"new","sn","m","65",0
"Afghanistan","AF","AFG",2007,"new","ep","m","014",0
"Afghanistan","AF","AFG",2007,"new","ep","m","1524",0
"Afghanistan","AF","AFG",2007,"new","ep","m","2534",0
"Afghanistan","AF","AFG",2007,"new","ep","m","3544",0
"Afghanistan","AF","AFG",2007,"new","ep","m","4554",0
"Afghanistan","AF","AFG",2007,"new","ep","m","5564",0
"Afghanistan","AF","AFG",2007,"new","ep","m","65",0
"Afghanistan","AF","AFG",2008,"new","sp","m","014",187
"Afghanistan","AF","AFG",2008,"new","sp","m","1524",941
"Afghanistan","AF","AFG",2008,"new","sp","m","2534",773
"Afghanistan","AF","AFG",2008,"new","sp","m","3544",545
"Afghanistan","AF","AFG",2008,"new","sp","m","4554",570
"Afghanistan","AF","AFG",2008,"new","sp","m","5564",630
"Afghanistan","AF","AFG",2008,"new","sp","m","65",575
"Afghanistan","AF","AFG",2008,"new","sp","f","014",428
"Afghanistan","AF","AFG",2008,"new","sp","f","1524",2094
"Afghanistan","AF","AFG",2008,"new","sp","f","2534",2449
"Afghanistan","AF","AFG",2008,"new","sp","f","3544",1614
"Afghanistan","AF","AFG",2008,"new","sp","f","4554",1149
"Afghanistan","AF","AFG",2008,"new","sp","f","5564",817
"Afghanistan","AF","AFG",2008,"new","sp","f","65",364
"Afghanistan","AF","AFG",2009,"new","sp","m","014",200
"Afghanistan","AF","AFG",2009,"new","sp","m","1524",906
"Afghanistan","AF","AFG",2009,"new","sp","m","2534",705
"Afghanistan","AF","AFG",2009,"new","sp","m","3544",499
"Afghanistan","AF","AFG",2009,"new","sp","m","4554",491
"Afghanistan","AF","AFG",2009,"new","sp","m","5564",596
"Afghanistan","AF","AFG",2009,"new","sp","m","65",570
"Afghanistan","AF","AFG",2009,"new","sp","f","014",439
"Afghanistan","AF","AFG",2009,"new","sp","f","1524",2173
"Afghanistan","AF","AFG",2009,"new","sp","f","2534",2186
"Afghanistan","AF","AFG",2009,"new","sp","f","3544",1541
"Afghanistan","AF","AFG",2009,"new","sp","f","4554",1014
"Afghanistan","AF","AFG",2009,"new","sp","f","5564",764
"Afghanistan","AF","AFG",2009,"new","sp","f","65",419
"Afghanistan","AF","AFG",2010,"new","sp","m","014",197
"Afghanistan","AF","AFG",2010,"new","sp","m","1524",986
"Afghanistan","AF","AFG",2010,"new","sp","m","2534",819
"Afghanistan","AF","AFG",2010,"new","sp","m","3544",491
"Afghanistan","AF","AFG",2010,"new","sp","m","4554",490
"Afghanistan","AF","AFG",2010,"new","sp","m","5564",641
"Afghanistan","AF","AFG",2010,"new","sp","m","65",622
"Afghanistan","AF","AFG",2010,"new","sp","f","014",445
"Afghanistan","AF","AFG",2010,"new","sp","f","1524",2107
"Afghanistan","AF","AFG",2010,"new","sp","f","2534",2263
"Afghanistan","AF","AFG",2010,"new","sp","f","3544",1455
"Afghanistan","AF","AFG",2010,"new","sp","f","4554",1112
"Afghanistan","AF","AFG",2010,"new","sp","f","5564",831
"Afghanistan","AF","AFG",2010,"new","sp","f","65",488
"Afghanistan","AF","AFG",2011,"new","sp","m","014",204
"Afghanistan","AF","AFG",2011,"new","sp","m","1524",1010
"Afghanistan","AF","AFG",2011,"new","sp","m","2534",895
"Afghanistan","AF","AFG",2011,"new","sp","m","3544",613
"Afghanistan","AF","AFG",2011,"new","sp","m","4554",570
"Afghanistan","AF","AFG",2011,"new","sp","m","5564",700
"Afghanistan","AF","AFG",2011,"new","sp","m","65",692
"Afghanistan","AF","AFG",2011,"new","sp","f","014",465
"Afghanistan","AF","AFG",2011,"new","sp","f","1524",2167
"Afghanistan","AF","AFG",2011,"new","sp","f","2534",2325
"Afghanistan","AF","AFG",2011,"new","sp","f","3544",1564
"Afghanistan","AF","AFG",2011,"new","sp","f","4554",1146
"Afghanistan","AF","AFG",2011,"new","sp","f","5564",903
"Afghanistan","AF","AFG",2011,"new","sp","f","65",535
"Afghanistan","AF","AFG",2011,"new","sn","m","014",902
"Afghanistan","AF","AFG",2011,"new","sn","f","014",851
"Afghanistan","AF","AFG",2012,"new","sp","m","014",188
"Afghanistan","AF","AFG",2012,"new","sp","m","1524",1116
"Afghanistan","AF","AFG",2012,"new","sp","m","2534",801
"Afghanistan","AF","AFG",2012,"new","sp","m","3544",586
"Afghanistan","AF","AFG",2012,"new","sp","m","4554",521
"Afghanistan","AF","AFG",2012,"new","sp","m","5564",585
"Afghanistan","AF","AFG",2012,"new","sp","m","65",651
"Afghanistan","AF","AFG",2012,"new","sp","f","014",400
"Afghanistan","AF","AFG",2012,"new","sp","f","1524",2280
"Afghanistan","AF","AFG",2012,"new","sp","f","2534",2204
"Afghanistan","AF","AFG",2012,"new","sp","f","3544",1482
"Afghanistan","AF","AFG",2012,"new","sp","f","4554",1150
"Afghanistan","AF","AFG",2012,"new","sp","f","5564",850
"Afghanistan","AF","AFG",2012,"new","sp","f","65",505
"Afghanistan","AF","AFG",2012,"new","sn","m","014",1265
"Afghanistan","AF","AFG",2012,"new","sn","f","014",1190
"Afghanistan","AF","AFG",2013,"new","rel","m","014",1705
"Afghanistan","AF","AFG",2013,"new","rel","f","014",1749
"Albania","AL","ALB",1995,"new","sp","m","014",0
"Albania","AL","ALB",1995,"new","sp","m","1524",0
"Albania","AL","ALB",1995,"new","sp","m","2534",0
"Albania","AL","ALB",1995,"new","sp","m","3544",0
"Albania","AL","ALB",1995,"new","sp","m","4554",19
"Albania","AL","ALB",1995,"new","sp","m","5564",40
"Albania","AL","ALB",1995,"new","sp","m","65",30
"Albania","AL","ALB",1995,"new","sp","f","014",0
"Albania","AL","ALB",1995,"new","sp","f","1524",1
"Albania","AL","ALB",1995,"new","sp","f","2534",0
"Albania","AL","ALB",1995,"new","sp","f","3544",0
"Albania","AL","ALB",1995,"new","sp","f","4554",13
"Albania","AL","ALB",1995,"new","sp","f","5564",20
"Albania","AL","ALB",1995,"new","sp","f","65",16
"Albania","AL","ALB",1997,"new","sp","m","014",0
"Albania","AL","ALB",1997,"new","sp","m","1524",23
"Albania","AL","ALB",1997,"new","sp","m","2534",43
"Albania","AL","ALB",1997,"new","sp","m","3544",33
"Albania","AL","ALB",1997,"new","sp","m","4554",25
"Albania","AL","ALB",1997,"new","sp","m","5564",21
"Albania","AL","ALB",1997,"new","sp","m","65",19
"Albania","AL","ALB",1997,"new","sp","f","014",1
"Albania","AL","ALB",1997,"new","sp","f","1524",16
"Albania","AL","ALB",1997,"new","sp","f","2534",19
"Albania","AL","ALB",1997,"new","sp","f","3544",14
"Albania","AL","ALB",1997,"new","sp","f","4554",9
"Albania","AL","ALB",1997,"new","sp","f","5564",10
"Albania","AL","ALB",1997,"new","sp","f","65",8
"Albania","AL","ALB",1998,"new","sp","m","014",1
"Albania","AL","ALB",1998,"new","sp","m","1524",17
"Albania","AL","ALB",1998,"new","sp","m","2534",21
"Albania","AL","ALB",1998,"new","sp","m","3544",24
"Albania","AL","ALB",1998,"new","sp","m","4554",18
"Albania","AL","ALB",1998,"new","sp","m","5564",26
"Albania","AL","ALB",1998,"new","sp","m","65",24
"Albania","AL","ALB",1998,"new","sp","f","014",2
"Albania","AL","ALB",1998,"new","sp","f","1524",19
"Albania","AL","ALB",1998,"new","sp","f","2534",11
"Albania","AL","ALB",1998,"new","sp","f","3544",12
"Albania","AL","ALB",1998,"new","sp","f","4554",13
"Albania","AL","ALB",1998,"new","sp","f","5564",11
"Albania","AL","ALB",1998,"new","sp","f","65",13
"Albania","AL","ALB",1999,"new","sp","m","014",0
"Albania","AL","ALB",1999,"new","sp","m","1524",13
"Albania","AL","ALB",1999,"new","sp","m","2534",23
"Albania","AL","ALB",1999,"new","sp","m","3544",25
"Albania","AL","ALB",1999,"new","sp","m","4554",19
"Albania","AL","ALB",1999,"new","sp","m","5564",15
"Albania","AL","ALB",1999,"new","sp","m","65",15
"Albania","AL","ALB",1999,"new","sp","f","014",0
"Albania","AL","ALB",1999,"new","sp","f","1524",5
"Albania","AL","ALB",1999,"new","sp","f","2534",13
"Albania","AL","ALB",1999,"new","sp","f","3544",11
"Albania","AL","ALB",1999,"new","sp","f","4554",5
"Albania","AL","ALB",1999,"new","sp","f","5564",8
"Albania","AL","ALB",1999,"new","sp","f","65",16
"Albania","AL","ALB",2000,"new","sp","m","014",2
"Albania","AL","ALB",2000,"new","sp","m","1524",19
"Albania","AL","ALB",2000,"new","sp","m","2534",21
"Albania","AL","ALB",2000,"new","sp","m","3544",14
"Albania","AL","ALB",2000,"new","sp","m","4554",24
"Albania","AL","ALB",2000,"new","sp","m","5564",19
"Albania","AL","ALB",2000,"new","sp","m","65",16
"Albania","AL","ALB",2000,"new","sp","f","014",3
"Albania","AL","ALB",2000,"new","sp","f","1524",11
"Albania","AL","ALB",2000,"new","sp","f","2534",10
"Albania","AL","ALB",2000,"new","sp","f","3544",8
"Albania","AL","ALB",2000,"new","sp","f","4554",8
"Albania","AL","ALB",2000,"new","sp","f","5564",5
"Albania","AL","ALB",2000,"new","sp","f","65",11
"Albania","AL","ALB",2001,"new","sp","m","014",3
"Albania","AL","ALB",2001,"new","sp","m","1524",13
"Albania","AL","ALB",2001,"new","sp","m","2534",18
"Albania","AL","ALB",2001,"new","sp","m","3544",17
"Albania","AL","ALB",2001,"new","sp","m","4554",19
"Albania","AL","ALB",2001,"new","sp","m","5564",20
"Albania","AL","ALB",2001,"new","sp","m","65",30
"Albania","AL","ALB",2001,"new","sp","f","014",1
"Albania","AL","ALB",2001,"new","sp","f","1524",12
"Albania","AL","ALB",2001,"new","sp","f","2534",10
"Albania","AL","ALB",2001,"new","sp","f","3544",5
"Albania","AL","ALB",2001,"new","sp","f","4554",7
"Albania","AL","ALB",2001,"new","sp","f","5564",7
"Albania","AL","ALB",2001,"new","sp","f","65",9
"Albania","AL","ALB",2002,"new","sp","m","014",0
"Albania","AL","ALB",2002,"new","sp","m","1524",21
"Albania","AL","ALB",2002,"new","sp","m","2534",27
"Albania","AL","ALB",2002,"new","sp","m","3544",29
"Albania","AL","ALB",2002,"new","sp","m","4554",19
"Albania","AL","ALB",2002,"new","sp","m","5564",23
"Albania","AL","ALB",2002,"new","sp","m","65",25
"Albania","AL","ALB",2002,"new","sp","f","014",2
"Albania","AL","ALB",2002,"new","sp","f","1524",20
"Albania","AL","ALB",2002,"new","sp","f","2534",19
"Albania","AL","ALB",2002,"new","sp","f","3544",9
"Albania","AL","ALB",2002,"new","sp","f","4554",6
"Albania","AL","ALB",2002,"new","sp","f","5564",8
"Albania","AL","ALB",2002,"new","sp","f","65",17
"Albania","AL","ALB",2003,"new","sp","m","014",0
"Albania","AL","ALB",2003,"new","sp","m","1524",28
"Albania","AL","ALB",2003,"new","sp","m","2534",19
"Albania","AL","ALB",2003,"new","sp","m","3544",32
"Albania","AL","ALB",2003,"new","sp","m","4554",16
"Albania","AL","ALB",2003,"new","sp","m","5564",22
"Albania","AL","ALB",2003,"new","sp","m","65",19
"Albania","AL","ALB",2003,"new","sp","f","014",2
"Albania","AL","ALB",2003,"new","sp","f","1524",13
"Albania","AL","ALB",2003,"new","sp","f","2534",8
"Albania","AL","ALB",2003,"new","sp","f","3544",6
"Albania","AL","ALB",2003,"new","sp","f","4554",14
"Albania","AL","ALB",2003,"new","sp","f","5564",12
"Albania","AL","ALB",2003,"new","sp","f","65",20
"Albania","AL","ALB",2004,"new","sp","m","014",5
"Albania","AL","ALB",2004,"new","sp","m","1524",12
"Albania","AL","ALB",2004,"new","sp","m","2534",19
"Albania","AL","ALB",2004,"new","sp","m","3544",21
"Albania","AL","ALB",2004,"new","sp","m","4554",24
"Albania","AL","ALB",2004,"new","sp","m","5564",23
"Albania","AL","ALB",2004,"new","sp","m","65",20
"Albania","AL","ALB",2004,"new","sp","f","014",2
"Albania","AL","ALB",2004,"new","sp","f","1524",12
"Albania","AL","ALB",2004,"new","sp","f","2534",12
"Albania","AL","ALB",2004,"new","sp","f","3544",8
"Albania","AL","ALB",2004,"new","sp","f","4554",11
"Albania","AL","ALB",2004,"new","sp","f","5564",10
"Albania","AL","ALB",2004,"new","sp","f","65",22
"Albania","AL","ALB",2005,"new","sp","m","014",0
"Albania","AL","ALB",2005,"new","sp","m","1524",26
"Albania","AL","ALB",2005,"new","sp","m","2534",21
"Albania","AL","ALB",2005,"new","sp","m","3544",16
"Albania","AL","ALB",2005,"new","sp","m","4554",31
"Albania","AL","ALB",2005,"new","sp","m","5564",20
"Albania","AL","ALB",2005,"new","sp","m","65",37
"Albania","AL","ALB",2005,"new","sp","f","014",0
"Albania","AL","ALB",2005,"new","sp","f","1524",3
"Albania","AL","ALB",2005,"new","sp","f","2534",9
"Albania","AL","ALB",2005,"new","sp","f","3544",5
"Albania","AL","ALB",2005,"new","sp","f","4554",5
"Albania","AL","ALB",2005,"new","sp","f","5564",5
"Albania","AL","ALB",2005,"new","sp","f","65",18
"Albania","AL","ALB",2006,"new","sp","m","014",5
"Albania","AL","ALB",2006,"new","sp","m","1524",24
"Albania","AL","ALB",2006,"new","sp","m","2534",19
"Albania","AL","ALB",2006,"new","sp","m","3544",22
"Albania","AL","ALB",2006,"new","sp","m","4554",21
"Albania","AL","ALB",2006,"new","sp","m","5564",19
"Albania","AL","ALB",2006,"new","sp","m","65",20
"Albania","AL","ALB",2006,"new","sp","f","014",2
"Albania","AL","ALB",2006,"new","sp","f","1524",12
"Albania","AL","ALB",2006,"new","sp","f","2534",8
"Albania","AL","ALB",2006,"new","sp","f","3544",7
"Albania","AL","ALB",2006,"new","sp","f","4554",7
"Albania","AL","ALB",2006,"new","sp","f","5564",7
"Albania","AL","ALB",2006,"new","sp","f","65",13
"Albania","AL","ALB",2006,"new","sn","m","014",15
"Albania","AL","ALB",2006,"new","sn","m","1524",4
"Albania","AL","ALB",2006,"new","sn","m","2534",5
"Albania","AL","ALB",2006,"new","sn","m","3544",2
"Albania","AL","ALB",2006,"new","sn","m","4554",8
"Albania","AL","ALB",2006,"new","sn","m","5564",9
"Albania","AL","ALB",2006,"new","sn","m","65",25
"Albania","AL","ALB",2006,"new","sn","f","014",4
"Albania","AL","ALB",2006,"new","sn","f","1524",6
"Albania","AL","ALB",2006,"new","sn","f","2534",3
"Albania","AL","ALB",2006,"new","sn","f","3544",5
"Albania","AL","ALB",2006,"new","sn","f","4554",3
"Albania","AL","ALB",2006,"new","sn","f","5564",5
"Albania","AL","ALB",2006,"new","sn","f","65",12
"Albania","AL","ALB",2006,"new","ep","m","014",9
"Albania","AL","ALB",2006,"new","ep","m","1524",19
"Albania","AL","ALB",2006,"new","ep","m","2534",11
"Albania","AL","ALB",2006,"new","ep","m","3544",18
"Albania","AL","ALB",2006,"new","ep","m","4554",12
"Albania","AL","ALB",2006,"new","ep","m","5564",9
"Albania","AL","ALB",2006,"new","ep","m","65",21
"Albania","AL","ALB",2006,"new","ep","f","014",7
"Albania","AL","ALB",2006,"new","ep","f","1524",8
"Albania","AL","ALB",2006,"new","ep","f","2534",10
"Albania","AL","ALB",2006,"new","ep","f","3544",9
"Albania","AL","ALB",2006,"new","ep","f","4554",12
"Albania","AL","ALB",2006,"new","ep","f","5564",15
"Albania","AL","ALB",2006,"new","ep","f","65",15
"Albania","AL","ALB",2007,"new","sp","m","014",0
"Albania","AL","ALB",2007,"new","sp","m","1524",19
"Albania","AL","ALB",2007,"new","sp","m","2534",13
"Albania","AL","ALB",2007,"new","sp","m","3544",16
"Albania","AL","ALB",2007,"new","sp","m","4554",24
"Albania","AL","ALB",2007,"new","sp","m","5564",16
"Albania","AL","ALB",2007,"new","sp","m","65",19
"Albania","AL","ALB",2007,"new","sp","f","014",2
"Albania","AL","ALB",2007,"new","sp","f","1524",13
"Albania","AL","ALB",2007,"new","sp","f","2534",9
"Albania","AL","ALB",2007,"new","sp","f","3544",7
"Albania","AL","ALB",2007,"new","sp","f","4554",7
"Albania","AL","ALB",2007,"new","sp","f","5564",11
"Albania","AL","ALB",2007,"new","sp","f","65",9
"Albania","AL","ALB",2007,"new","sn","m","014",10
"Albania","AL","ALB",2007,"new","sn","m","1524",9
"Albania","AL","ALB",2007,"new","sn","m","2534",4
"Albania","AL","ALB",2007,"new","sn","m","3544",7
"Albania","AL","ALB",2007,"new","sn","m","4554",11
"Albania","AL","ALB",2007,"new","sn","m","5564",13
"Albania","AL","ALB",2007,"new","sn","m","65",17
"Albania","AL","ALB",2007,"new","sn","f","014",5
"Albania","AL","ALB",2007,"new","sn","f","1524",5
"Albania","AL","ALB",2007,"new","sn","f","2534",2
"Albania","AL","ALB",2007,"new","sn","f","3544",1
"Albania","AL","ALB",2007,"new","sn","f","4554",6
"Albania","AL","ALB",2007,"new","sn","f","5564",6
"Albania","AL","ALB",2007,"new","sn","f","65",9
"Albania","AL","ALB",2007,"new","ep","m","014",9
"Albania","AL","ALB",2007,"new","ep","m","1524",18
"Albania","AL","ALB",2007,"new","ep","m","2534",9
"Albania","AL","ALB",2007,"new","ep","m","3544",10
"Albania","AL","ALB",2007,"new","ep","m","4554",14
"Albania","AL","ALB",2007,"new","ep","m","5564",8
"Albania","AL","ALB",2007,"new","ep","m","65",19
"Albania","AL","ALB",2007,"new","ep","f","014",1
"Albania","AL","ALB",2007,"new","ep","f","1524",8
"Albania","AL","ALB",2007,"new","ep","f","2534",9
"Albania","AL","ALB",2007,"new","ep","f","3544",8
"Albania","AL","ALB",2007,"new","ep","f","4554",13
"Albania","AL","ALB",2007,"new","ep","f","5564",12
"Albania","AL","ALB",2007,"new","ep","f","65",14
"Albania","AL","ALB",2008,"new","sp","m","014",1
"Albania","AL","ALB",2008,"new","sp","m","1524",23
"Albania","AL","ALB",2008,"new","sp","m","2534",26
"Albania","AL","ALB",2008,"new","sp","m","3544",13
"Albania","AL","ALB",2008,"new","sp","m","4554",19
"Albania","AL","ALB",2008,"new","sp","m","5564",13
"Albania","AL","ALB",2008,"new","sp","m","65",16
